dest_room,bill_room,date,time,orders,menu_id,prefix_room,name,price,category,capacity,type
restaurant,L24,2016-02-10,23:04:00,3,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
S62,S62,2016-02-26,22:09:00,5,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,L25,2016-02-09,22:25:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,S78,2016-01-16,06:32:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S79,S79,2016-01-16,04:29:00,3,1,S,soft-drink,3.0,drink,15,conference_room_small
S68,S68,2016-03-01,00:41:00,4,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
S69,S69,2016-02-29,02:43:00,1,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,N116,2016-03-22,16:11:00,1,13,N,super soup,14.0,dinner,1,normal_room
restaurant,L39,2016-03-28,10:53:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,X22,2016-04-04,06:17:00,3,5,X,french-breakfast,7.0,breakfast,3,deluxe_room
L11,L11,2016-03-13,10:18:00,4,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L26,2016-01-28,02:56:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L27,2016-01-31,02:42:00,4,0,L,water,2.5,drink,50,conference_room_large
restaurant,L27,2016-02-02,18:43:00,3,12,L,spareribs,17.0,dinner,50,conference_room_large
L43,L43,2016-03-17,03:10:00,3,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
S74,S74,2016-01-20,02:56:00,5,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
S80,S80,2016-01-19,21:13:00,1,12,S,spareribs,17.0,dinner,15,conference_room_small
L24,L24,2016-03-30,16:45:00,1,13,L,super soup,14.0,dinner,50,conference_room_large
L24,L24,2016-03-28,21:27:00,2,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L45,2016-01-17,08:41:00,2,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
X45,X45,2016-02-10,07:45:00,3,3,X,wine,3.5,alcoholic-drink,3,deluxe_room
restaurant,X46,2016-02-11,01:10:00,4,13,X,super soup,14.0,dinner,3,deluxe_room
restaurant,L28,2016-01-31,08:19:00,4,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L46,2016-03-10,06:51:00,4,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L25,2016-04-03,17:01:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L25,2016-04-01,13:33:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L50,2016-02-06,19:15:00,4,14,L,coffee,3.0,drink,50,conference_room_large
L50,L50,2016-02-05,17:09:00,2,12,L,spareribs,17.0,dinner,50,conference_room_large
L26,L26,2016-02-06,18:50:00,4,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L26,2016-02-08,11:55:00,3,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
S50,S50,2016-02-14,15:56:00,3,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S50,2016-02-18,23:12:00,2,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S50,S50,2016-02-12,04:22:00,3,1,S,soft-drink,3.0,drink,15,conference_room_small
S51,S51,2016-02-19,04:45:00,5,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,S51,2016-02-14,14:44:00,2,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
S51,S51,2016-02-21,12:01:00,4,14,S,coffee,3.0,drink,15,conference_room_small
S52,S52,2016-02-12,09:54:00,2,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
L44,L44,2016-03-13,17:42:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L44,L44,2016-03-18,00:47:00,4,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L44,2016-03-12,15:05:00,1,7,L,simple-lunch,5.0,lunch,50,conference_room_large
N90,N90,2016-01-15,07:34:00,2,2,N,beer,3.5,alcoholic-drink,1,normal_room
N91,N91,2016-01-16,05:54:00,1,9,N,steak 'n stuff,18.0,dinner,1,normal_room
N92,N92,2016-01-06,16:59:00,4,10,N,surf 'n turf,17.0,dinner,1,normal_room
restaurant,L36,2016-03-24,19:11:00,3,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L36,L36,2016-03-23,05:56:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,S93,2016-03-11,00:10:00,2,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S93,2016-03-11,01:11:00,1,15,S,tea,2.5,drink,15,conference_room_small
S95,S95,2016-03-15,13:44:00,4,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
S95,S95,2016-03-11,13:15:00,5,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S82,2016-02-06,10:06:00,5,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S83,2016-02-09,15:25:00,2,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,S84,2016-02-05,21:52:00,4,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
S85,S85,2016-02-06,16:26:00,2,0,S,water,2.5,drink,15,conference_room_small
restaurant,L15,2016-03-05,23:48:00,1,14,L,coffee,3.0,drink,50,conference_room_large
S26,S26,2016-03-10,01:52:00,5,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S27,S27,2016-03-12,07:16:00,5,15,S,tea,2.5,drink,15,conference_room_small
restaurant,X29,2016-03-14,19:37:00,3,7,X,simple-lunch,5.0,lunch,3,deluxe_room
restaurant,L37,2016-03-22,07:16:00,1,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L38,2016-03-26,17:01:00,5,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,X34,2016-02-23,07:34:00,2,6,X,deluxe-breakfast,12.0,breakfast,3,deluxe_room
restaurant,L26,2016-04-03,18:47:00,2,13,L,super soup,14.0,dinner,50,conference_room_large
L26,L26,2016-03-30,11:36:00,2,7,L,simple-lunch,5.0,lunch,50,conference_room_large
L39,L39,2016-01-25,18:54:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L39,2016-01-24,21:45:00,4,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L40,2016-01-23,03:36:00,5,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L40,2016-01-22,19:21:00,1,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,S73,2016-02-01,20:49:00,2,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
S74,S74,2016-02-02,03:31:00,1,15,S,tea,2.5,drink,15,conference_room_small
restaurant,L39,2016-03-25,13:26:00,2,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L39,L39,2016-03-22,16:09:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L39,L39,2016-03-25,21:52:00,3,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L37,2016-01-14,03:56:00,4,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L60,L60,2016-02-04,12:24:00,4,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L60,2016-02-06,00:34:00,4,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L61,2016-02-05,15:15:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L34,2016-01-21,06:17:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
L34,L34,2016-01-18,21:12:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
L34,L34,2016-01-18,04:42:00,1,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L28,2016-02-05,16:33:00,1,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L28,2016-02-05,05:10:00,3,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,S45,2016-01-06,04:07:00,4,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S46,2016-01-06,06:15:00,3,1,S,soft-drink,3.0,drink,15,conference_room_small
restaurant,S47,2016-01-06,16:31:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S48,S48,2016-01-06,23:58:00,2,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S79,2016-03-06,02:54:00,5,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S80,S80,2016-03-06,05:37:00,1,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
L35,L35,2016-01-19,21:27:00,1,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L35,2016-01-14,00:20:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L35,2016-01-16,13:39:00,1,0,L,water,2.5,drink,50,conference_room_large
restaurant,L15,2016-02-02,06:00:00,5,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,S84,2016-01-14,17:04:00,2,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S85,2016-01-13,19:03:00,1,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,S120,2016-01-16,07:37:00,5,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,L27,2016-03-25,08:51:00,3,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L27,2016-03-30,14:05:00,3,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,S50,2016-01-02,16:39:00,3,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S52,2016-01-07,07:50:00,1,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
S52,S52,2016-01-08,09:29:00,3,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,S53,2016-01-05,10:29:00,4,0,S,water,2.5,drink,15,conference_room_small
D41,D41,2016-03-04,08:24:00,1,10,D,surf 'n turf,17.0,dinner,3,double_room
restaurant,S106,2016-02-16,06:56:00,3,12,S,spareribs,17.0,dinner,15,conference_room_small
S107,S107,2016-02-13,19:01:00,5,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,L41,2016-01-22,19:28:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
S84,S84,2016-03-06,13:20:00,1,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S85,2016-03-09,19:09:00,4,1,S,soft-drink,3.0,drink,15,conference_room_small
restaurant,S56,2016-01-01,13:37:00,3,1,S,soft-drink,3.0,drink,15,conference_room_small
S57,S57,2016-01-01,02:24:00,3,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S57,S57,2016-01-01,15:04:00,2,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
S58,S58,2016-01-05,09:15:00,4,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S58,2016-01-07,13:56:00,4,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
L29,L29,2016-01-17,11:24:00,5,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L29,2016-01-16,14:47:00,4,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L31,2016-01-18,15:35:00,2,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
S134,S134,2016-01-17,22:20:00,4,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
S135,S135,2016-01-21,03:28:00,1,1,S,soft-drink,3.0,drink,15,conference_room_small
S135,S135,2016-01-15,11:52:00,1,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S135,2016-01-16,23:18:00,3,15,S,tea,2.5,drink,15,conference_room_small
S136,S136,2016-01-12,05:34:00,4,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
L15,L15,2016-03-02,21:21:00,5,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L15,2016-02-29,12:22:00,3,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L42,2016-01-21,05:16:00,4,0,L,water,2.5,drink,50,conference_room_large
restaurant,L43,2016-01-22,01:06:00,4,0,L,water,2.5,drink,50,conference_room_large
L43,L43,2016-01-21,04:34:00,4,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
S86,S86,2016-03-07,23:36:00,1,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S86,2016-03-08,06:10:00,2,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S77,2016-02-02,22:00:00,3,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,L35,2016-01-06,05:31:00,4,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L35,2016-01-10,00:11:00,1,0,L,water,2.5,drink,50,conference_room_large
L35,L35,2016-01-08,00:04:00,4,0,L,water,2.5,drink,50,conference_room_large
L46,L46,2016-03-01,10:13:00,2,0,L,water,2.5,drink,50,conference_room_large
restaurant,L46,2016-02-29,14:19:00,3,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
L46,L46,2016-02-27,17:59:00,2,0,L,water,2.5,drink,50,conference_room_large
L46,L46,2016-03-01,21:08:00,1,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L46,2016-03-03,09:10:00,5,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L46,2016-03-03,19:36:00,2,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L46,2016-02-27,18:14:00,2,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L47,2016-03-08,16:48:00,3,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L47,2016-03-06,03:16:00,2,12,L,spareribs,17.0,dinner,50,conference_room_large
L47,L47,2016-02-26,07:31:00,3,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L47,2016-03-03,05:20:00,2,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
L47,L47,2016-03-08,21:16:00,3,1,L,soft-drink,3.0,drink,50,conference_room_large
L47,L47,2016-03-02,08:36:00,4,15,L,tea,2.5,drink,50,conference_room_large
L15,L15,2016-02-27,22:20:00,1,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L40,2016-03-26,20:10:00,3,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L40,2016-03-25,06:40:00,2,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L40,2016-03-30,15:52:00,4,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L40,L40,2016-03-26,20:23:00,3,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L41,2016-03-29,10:51:00,2,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L41,2016-03-28,16:37:00,2,15,L,tea,2.5,drink,50,conference_room_large
X50,X50,2016-03-24,02:21:00,3,9,X,steak 'n stuff,18.0,dinner,3,deluxe_room
restaurant,X51,2016-03-23,06:03:00,4,8,X,deluxe-lunch,10.0,lunch,3,deluxe_room
L28,L28,2016-03-30,05:34:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L28,2016-04-01,19:49:00,4,15,L,tea,2.5,drink,50,conference_room_large
L28,L28,2016-04-03,20:53:00,5,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L28,2016-03-29,07:32:00,3,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L28,2016-03-28,10:22:00,3,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
L45,L45,2016-03-15,23:33:00,4,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L5,2016-01-05,06:33:00,1,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,S97,2016-03-21,03:57:00,4,15,S,tea,2.5,drink,15,conference_room_small
restaurant,S98,2016-03-21,14:01:00,1,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
S46,S46,2016-03-30,03:31:00,4,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,S46,2016-04-03,18:42:00,5,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
N85,N85,2016-01-07,17:14:00,5,3,N,wine,3.5,alcoholic-drink,1,normal_room
restaurant,N122,2016-03-12,03:37:00,2,5,N,french-breakfast,7.0,breakfast,1,normal_room
restaurant,S77,2016-01-23,06:48:00,3,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S78,2016-01-23,06:13:00,4,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S78,2016-01-29,23:12:00,1,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S81,2016-01-31,04:43:00,4,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S53,2016-02-16,07:25:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
L45,L45,2016-01-22,11:34:00,2,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L45,2016-01-25,16:49:00,2,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
L45,L45,2016-01-22,11:06:00,4,14,L,coffee,3.0,drink,50,conference_room_large
L46,L46,2016-01-25,07:54:00,4,7,L,simple-lunch,5.0,lunch,50,conference_room_large
S88,S88,2016-03-02,13:24:00,3,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S89,2016-03-01,14:42:00,1,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S90,2016-03-01,07:26:00,1,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S90,2016-03-01,19:46:00,4,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,S91,2016-03-08,16:15:00,5,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
S91,S91,2016-03-03,03:01:00,1,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S67,2016-02-25,00:30:00,2,15,S,tea,2.5,drink,15,conference_room_small
restaurant,L32,2016-02-25,19:26:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L32,2016-02-24,16:15:00,2,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L32,L32,2016-02-24,23:06:00,3,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L33,2016-02-24,13:51:00,1,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
L23,L23,2016-01-04,05:04:00,5,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L53,2016-02-24,21:29:00,2,13,L,super soup,14.0,dinner,50,conference_room_large
L53,L53,2016-02-24,07:11:00,5,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,N62,2016-01-31,18:50:00,2,14,N,coffee,3.0,drink,1,normal_room
S117,S117,2016-03-24,13:22:00,4,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S50,2016-03-27,14:16:00,1,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,S90,2016-02-11,05:52:00,2,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S91,2016-02-08,07:28:00,1,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
S91,S91,2016-02-09,15:47:00,4,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,N64,2016-01-24,11:09:00,4,1,N,soft-drink,3.0,drink,1,normal_room
N65,N65,2016-01-17,08:11:00,3,12,N,spareribs,17.0,dinner,1,normal_room
L30,L30,2016-02-11,22:12:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
L30,L30,2016-02-07,18:34:00,5,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L30,2016-02-13,19:07:00,3,1,L,soft-drink,3.0,drink,50,conference_room_large
L30,L30,2016-02-13,14:04:00,5,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L30,2016-02-13,04:18:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,S92,2016-03-06,17:01:00,4,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S93,2016-03-10,16:40:00,3,12,S,spareribs,17.0,dinner,15,conference_room_small
S95,S95,2016-03-04,11:22:00,3,15,S,tea,2.5,drink,15,conference_room_small
S96,S96,2016-03-05,22:02:00,1,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,L37,2016-01-08,18:29:00,2,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L37,2016-01-11,13:58:00,5,12,L,spareribs,17.0,dinner,50,conference_room_large
L37,L37,2016-01-10,04:41:00,5,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L43,L43,2016-01-08,15:16:00,4,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L43,2016-01-09,23:58:00,5,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,S52,2016-04-02,16:02:00,2,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
S52,S52,2016-03-30,00:26:00,4,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S53,2016-04-04,16:27:00,4,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S54,2016-04-02,11:47:00,4,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S54,2016-03-29,02:44:00,3,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
S55,S55,2016-03-31,11:23:00,3,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
L47,L47,2016-01-22,22:46:00,3,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
L47,L47,2016-01-18,05:48:00,4,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L34,2016-02-22,19:00:00,5,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L34,2016-02-26,19:05:00,2,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,S84,2016-03-01,00:00:00,3,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S94,2016-02-28,12:55:00,4,0,S,water,2.5,drink,15,conference_room_small
restaurant,S95,2016-02-28,03:49:00,5,15,S,tea,2.5,drink,15,conference_room_small
restaurant,S96,2016-03-01,20:39:00,4,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
L38,L38,2016-01-21,16:08:00,3,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L45,2016-03-28,04:31:00,1,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,S92,2016-02-09,07:09:00,3,13,S,super soup,14.0,dinner,15,conference_room_small
S92,S92,2016-02-09,17:14:00,2,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,S93,2016-02-07,15:16:00,3,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S93,2016-02-16,14:47:00,1,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S93,S93,2016-02-16,18:20:00,2,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
L26,L26,2016-02-18,13:45:00,4,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L26,2016-02-18,23:32:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L14,2016-02-14,20:54:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,S95,2016-02-13,22:37:00,4,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S95,2016-02-07,22:47:00,5,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
S96,S96,2016-02-12,23:44:00,4,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S56,2016-03-29,18:47:00,1,12,S,spareribs,17.0,dinner,15,conference_room_small
S57,S57,2016-03-26,17:21:00,2,0,S,water,2.5,drink,15,conference_room_small
S58,S58,2016-03-30,13:48:00,5,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
S74,S74,2016-02-20,06:18:00,1,15,S,tea,2.5,drink,15,conference_room_small
restaurant,S118,2016-03-22,12:20:00,2,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
S119,S119,2016-03-23,03:37:00,1,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S120,2016-03-21,09:51:00,3,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
S123,S123,2016-03-24,14:07:00,5,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S124,2016-03-22,16:52:00,5,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,L48,2016-01-22,09:38:00,4,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L48,2016-01-25,20:15:00,4,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L49,2016-01-23,02:20:00,5,0,L,water,2.5,drink,50,conference_room_large
restaurant,L49,2016-01-24,13:10:00,5,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,S89,2016-01-31,09:56:00,5,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S91,2016-01-29,17:25:00,2,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,L39,2016-01-10,00:01:00,5,0,L,water,2.5,drink,50,conference_room_large
restaurant,L41,2016-01-20,21:08:00,2,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L32,2016-01-18,03:56:00,5,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L32,2016-01-18,09:42:00,1,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
S150,S150,2016-01-10,22:34:00,5,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S97,2016-02-10,14:17:00,1,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,L40,2016-03-14,21:28:00,2,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L45,2016-03-25,02:30:00,5,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
L23,L23,2016-01-09,09:39:00,4,7,L,simple-lunch,5.0,lunch,50,conference_room_large
L23,L23,2016-01-06,14:54:00,2,7,L,simple-lunch,5.0,lunch,50,conference_room_large
L26,L26,2016-01-08,22:50:00,2,0,L,water,2.5,drink,50,conference_room_large
S109,S109,2016-02-11,15:51:00,1,0,S,water,2.5,drink,15,conference_room_small
restaurant,S110,2016-02-11,08:19:00,5,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
S110,S110,2016-02-12,05:37:00,2,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S111,2016-02-10,03:54:00,2,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
S111,S111,2016-02-14,06:03:00,5,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,L50,2016-01-24,18:02:00,1,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L51,2016-01-23,11:02:00,4,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,S159,2016-03-29,16:22:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S159,S159,2016-03-24,10:07:00,3,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S160,2016-03-26,21:58:00,3,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S160,2016-03-30,05:20:00,1,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S100,2016-03-18,18:19:00,2,15,S,tea,2.5,drink,15,conference_room_small
S103,S103,2016-03-16,15:02:00,1,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S104,2016-03-12,18:13:00,3,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
S92,S92,2016-01-28,20:13:00,2,15,S,tea,2.5,drink,15,conference_room_small
S59,S59,2016-01-10,19:57:00,2,13,S,super soup,14.0,dinner,15,conference_room_small
S59,S59,2016-01-07,09:59:00,4,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
S60,S60,2016-01-09,05:42:00,3,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
